query_pmid,top1_pmid,top1_dice,top2_pmid,top2_dice,top3_pmid,top3_dice,worst_pmid,worst_dice
19018317,34721001,0.214451,35401094,0.189186,35132408,0.172059,32642931,0.0
19479053,29795642,0.503904,23710371,0.373115,27708610,0.348879,32642931,0.0
19572020,37015869,0.233688,26180778,0.217658,27992533,0.213004,30770788,0.0
19668699,25793765,0.190312,24278150,0.177171,34898646,0.173653,32642931,0.0
19710635,36551944,0.221151,28551777,0.209721,24058350,0.206007,32642931,0.0
19754932,34220322,0.195517,33118931,0.187409,32973642,0.182322,32642931,0.0
19949484,36087119,0.31221,28690501,0.238761,32528262,0.235191,32642931,0.0
20360963,26373380,0.222032,32567365,0.184128,35308883,0.183561,32642931,0.0
20368976,27909005,0.0,31174338,0.0,34474318,0.0,30770788,0.0
20461148,28690501,0.279062,34984762,0.258778,31096180,0.243512,36676068,0.0
20559545,28551777,0.276611,31346001,0.253103,33530043,0.23712,30679738,0.0
20877426,23715092,0.265507,26180778,0.260148,34492032,0.240834,32642931,0.0
21151373,36551944,0.203632,33530043,0.18969,37475742,0.17478,31920484,0.0
21152341,23999082,0.225812,31920587,0.199089,36635220,0.197384,32642931,0.0
21347218,35325839,0.304462,31785530,0.270992,22936472,0.24485,32642931,0.0
21390219,29795642,0.321745,19479053,0.309193,30705642,0.232764,32642931,0.0
21448435,26124712,0.24326,34962111,0.218851,26104102,0.208257,32642931,0.0
21686319,22053153,0.227735,28551777,0.226566,35477020,0.219259,36711210,0.0
21936740,31854024,0.243645,34394339,0.196272,31501442,0.183512,32642931,0.0
22053153,35477020,0.269717,34349186,0.268745,34394339,0.26813,32642931,0.0
22131965,32378710,0.278602,30294257,0.251995,36845415,0.25,32642931,0.0
22144982,36935917,0.26742,33615612,0.258799,36009093,0.254956,34689151,0.0
22174802,34617016,0.400899,36371438,0.331717,19479053,0.284646,32642931,0.0
22403524,32761343,0.224829,35259524,0.192936,34231944,0.183008,35136959,0.0
22470337,34959050,0.275857,37176617,0.265198,35477020,0.261616,35967898,0.0
22529908,33806837,0.226233,34761123,0.21812,32665756,0.162946,32642931,0.0
22738335,31022978,0.302363,37151844,0.285524,33976383,0.242844,35136959,0.0
22936472,21347218,0.24485,35580840,0.23802,29311859,0.235031,32642931,0.0
22997054,25767441,0.20134,29330483,0.196344,30816252,0.19549,32642931,0.0
23028653,26397824,0.299894,26090679,0.261497,36081664,0.155065,30770788,0.0
23119088,31747689,0.343394,29934941,0.282609,32936989,0.280331,30770788,0.0
23144799,34413723,0.3596,30596801,0.311728,33395956,0.285207,32642931,0.0
23189049,29934675,0.242321,26867499,0.233833,26177270,0.231947,32642931,0.0
23209761,33569254,0.351633,27302746,0.284455,30079017,0.270318,30770788,0.0
23284706,37165097,0.173999,30787863,0.16974,28981541,0.150519,32642931,0.0
23316178,26177270,0.256847,37190541,0.224157,24789812,0.211243,32642931,0.0
23322456,37576018,0.322861,34103606,0.294758,32440590,0.292593,30294257,0.0
23437205,31408088,0.247772,32362844,0.186424,30367110,0.183818,30294257,0.0
23444053,31795057,0.243408,32351412,0.242817,36291212,0.231769,32642931,0.0
23565102,29208951,0.238585,33061894,0.221525,31785530,0.206329,32642931,0.0
23570420,36371438,0.255787,35069409,0.185355,34356181,0.177388,30770788,0.0
23638181,25339893,0.297533,31156452,0.250607,34573269,0.221307,32642931,0.0
23646178,37032830,0.237422,32378710,0.197214,32642931,0.165011,36935917,0.0
23710371,19479053,0.373115,37008224,0.200481,29795642,0.171331,32642931,0.0
23715092,24009565,0.300917,31164996,0.281129,20877426,0.265507,32642931,0.0
23717628,29312029,0.324888,31128318,0.219747,33615612,0.21667,32642931,0.0
23840505,33633528,0.330669,33094125,0.234013,31314786,0.226209,32642931,0.0
23853676,33216127,0.180449,37303301,0.174423,32247196,0.170692,33938163,0.0
23936082,33551779,0.204489,33071928,0.197519,33806837,0.179719,32642931,0.0
23967150,29578488,0.222222,34160037,0.211842,28165888,0.206397,32642931,0.0
23999082,31920587,0.659756,34408637,0.392376,28912675,0.333922,32642931,0.0
24009565,23715092,0.300917,28210930,0.275187,32292332,0.207695,32642931,0.0
24040309,31408088,0.173423,27218420,0.171799,37521699,0.165959,36676068,0.0
24058350,35477020,0.267734,29462481,0.255057,22053153,0.243387,32642931,0.0
24278150,33617124,0.283505,26793136,0.250182,30679738,0.232598,32642931,0.0
24319433,35701598,0.1932,33769661,0.183639,28291839,0.163289,35136959,0.0
24600224,28522971,0.269473,35480997,0.213749,30147649,0.18034,32642931,0.0
24672481,32936989,0.235594,31011061,0.16937,34827484,0.162818,30294257,0.0
24789812,23316178,0.211243,33841130,0.175373,35046525,0.163383,30770788,0.0
24888510,28071765,0.232452,34469847,0.199733,36968234,0.192737,26403064,0.0
25079070,30553761,0.230846,36819220,0.207158,33761000,0.192576,32642931,0.0
25221495,33615612,0.205239,35079026,0.186532,27630558,0.168055,30770788,0.0
25310815,23144799,0.209107,28985422,0.201939,31096180,0.187842,32642931,0.0
25339893,23638181,0.297533,31156452,0.242766,28551777,0.221848,32642931,0.0
25340398,29902208,0.320887,28848423,0.262435,30319377,0.249073,30770788,0.0
25393961,30878612,0.306633,31501448,0.270723,30705642,0.237066,32642931,0.0
25479196,34680538,0.17313,29372058,0.166456,35731447,0.142622,32642931,0.0
25520636,30101060,0.207587,32937445,0.186606,32435739,0.175311,32642931,0.0
25538649,31785530,0.258597,34899156,0.203604,33424663,0.192089,36676068,0.0
25685704,34060682,0.234383,36238945,0.174291,31690806,0.171656,29487374,0.0
25756991,30528958,0.197938,25393961,0.179461,31931900,0.166947,32642931,0.0
25762915,36516729,0.312105,33245196,0.292085,31156452,0.266961,32642931,0.0
25767441,35686464,0.265761,37396772,0.230076,23638181,0.21524,32642931,0.0
25793765,31662425,0.353224,32927083,0.224643,33554463,0.194746,32642931,0.0
25826300,31680931,0.246575,35580840,0.226175,22936472,0.214921,32642931,0.0
25852510,37190659,0.221647,34413723,0.18932,36816115,0.177729,32642931,0.0
25852529,36970269,0.207908,33776671,0.200022,34072444,0.195278,32642931,0.0
25883561,32351412,0.293858,33684729,0.22555,34328676,0.195884,32642931,0.0
25992711,33938163,0.178692,26403064,0.159491,37025422,0.155899,32642931,0.0
26030417,32499585,0.20744,35477020,0.195391,29462481,0.189332,32642931,0.0
26061655,34984762,0.181386,36726504,0.174033,29375431,0.171958,32642931,0.0
26074803,34394339,0.222556,30662455,0.20786,33530043,0.2054,32642931,0.0
26090679,26397824,0.282203,23028653,0.261497,30596801,0.081032,30770788,0.0
26104102,31506704,0.351342,33463879,0.2762,34244809,0.256025,32642931,0.0
26124712,34962111,0.356457,37190659,0.277508,21448435,0.24326,32642931,0.0
26175679,34526922,0.216346,23715092,0.190525,31572296,0.181528,32642931,0.0
26177270,29934675,0.368288,33270131,0.312787,23316178,0.256847,36312016,0.0
26180778,20877426,0.260148,19572020,0.217658,30425664,0.193488,32642931,0.0
26270627,35477020,0.215522,36009093,0.194305,36935917,0.19309,34019590,0.0
26347127,36733415,0.18316,29448128,0.159528,31920484,0.15038,33938163,0.0
26352145,34617016,0.315335,32351412,0.287752,34918164,0.215907,32642931,0.0
26373380,32253455,0.234081,20360963,0.222032,34019590,0.208999,32642931,0.0
26390294,30467392,0.20119,30235214,0.193706,28451633,0.181719,30878612,0.0
26397824,23028653,0.299894,26090679,0.282203,32253455,0.213453,32642931,0.0
26403064,26104102,0.193747,21448435,0.190497,36238945,0.171524,33938163,0.0
26500517,31507522,0.215009,34220425,0.210261,31680921,0.198871,32642931,0.0
26635679,31634356,0.246855,31022978,0.231018,35710854,0.20893,32642931,0.0
26690067,35836836,0.215255,30085308,0.160523,31720106,0.157611,32642931,0.0
26696871,34984762,0.310633,34899252,0.269229,20461148,0.220239,32642931,0.0
26793136,24278150,0.250182,34918164,0.247857,32638450,0.227912,32642931,0.0
26867499,31700004,0.284448,33472829,0.258774,37028931,0.255253,32642931,0.0
26937384,31849777,0.240604,37009110,0.170487,30555308,0.162859,32642931,0.0
26941692,35022447,0.246299,28551777,0.182031,32253455,0.180994,36158310,0.0
27064684,31555110,0.199534,36072890,0.173511,34959050,0.172103,36676068,0.0
27089992,34591838,0.206034,29487374,0.200952,31824298,0.164337,32642931,0.0
27091494,31595015,0.17928,34366804,0.159595,29578488,0.143648,32642931,0.0
27218420,23840505,0.199288,35607841,0.196675,37247471,0.194832,32642931,0.0
27242465,35079026,0.235516,31662425,0.227027,33118931,0.197855,32642931,0.0
27242492,34060682,0.270322,31507522,0.201046,35103356,0.198193,32642931,0.0
27302746,29231140,0.293481,23209761,0.284455,30079017,0.279633,32642931,0.0
27375461,25339893,0.193018,30941010,0.184608,28551777,0.179299,36158310,0.0
27378987,33551779,0.236387,36816124,0.178431,34464856,0.174468,30770788,0.0
27403426,31408088,0.271748,33826184,0.21385,34163319,0.194701,30770788,0.0
27414048,35641787,0.249815,29312029,0.200388,30718676,0.198026,32642931,0.0
27443852,25826300,0.199178,28670270,0.169143,35580840,0.166512,30294257,0.0
27445764,36479042,0.261536,31856703,0.259817,34069930,0.201815,30770788,0.0
27449913,31022978,0.299692,29021956,0.233947,32638450,0.210842,32642931,0.0
27536225,22470337,0.253191,32638450,0.239616,33064332,0.218993,35057421,0.0
27630558,23999082,0.197768,35518207,0.193175,28464508,0.193108,30770788,0.0
27694955,36256642,0.247496,34335172,0.224398,31993008,0.209704,32642931,0.0
27706215,31022978,0.281907,36819220,0.215005,29021956,0.209457,36158310,0.0
27708610,19479053,0.348879,29795642,0.330183,35873771,0.253252,32642931,0.0
27729858,32631032,0.196893,35136959,0.188198,36816115,0.185143,32642931,0.0
27799898,35631206,0.165711,37008224,0.149252,36053718,0.141531,29487374,0.0
27833548,37303301,0.171983,35879595,0.161835,30467392,0.161514,32642931,0.0
27909005,34351976,0.225629,35935423,0.195655,28650994,0.190801,32642931,0.0
27936219,35463927,0.334716,34469847,0.231348,36208547,0.187383,32642931,0.0
27992533,19572020,0.213004,30596801,0.205642,30085308,0.202273,32642931,0.0
28066207,28210930,0.203048,24009565,0.191453,31506704,0.181287,32642931,0.0
28071765,31620075,0.235848,24888510,0.232452,35987909,0.200577,32642931,0.0
28072415,36516729,0.274053,25762915,0.263302,28464508,0.256219,32642931,0.0
28100830,31219633,0.15844,33216427,0.154519,30294257,0.153392,32642931,0.0
28101012,36804686,0.229158,34984762,0.184665,29326612,0.179989,32642931,0.0
28119599,34959050,0.264012,35477020,0.237474,33064332,0.231848,32642931,0.0
28165888,33216427,0.226424,29326612,0.221102,23967150,0.206397,32642931,0.0
28207832,35692562,0.189823,33716689,0.120729,29662444,0.115734,30770788,0.0
28210930,33216427,0.407715,24009565,0.275187,30239920,0.256287,32642931,0.0
28268177,37328507,0.267406,29231140,0.210495,23999082,0.206906,32642931,0.0
28291839,31022978,0.173944,33769661,0.167256,24319433,0.163289,32642931,0.0
28332557,30319395,0.259484,32510342,0.244648,36062153,0.205789,30770788,0.0
28341847,30528958,0.251503,29970984,0.186573,35463927,0.182879,32642931,0.0
28365777,33938163,0.523955,37182459,0.245564,32021831,0.226934,30770788,0.0
28374005,36331125,0.225404,30842744,0.221534,35477020,0.219817,32642931,0.0
28451633,30991617,0.231246,36238945,0.211577,35573287,0.208743,33938163,0.0
28464029,32760245,0.237845,34942902,0.223523,36605827,0.217732,32642931,0.0
28464508,28072415,0.256219,29448128,0.250846,20877426,0.236711,36312016,0.0
28505380,34394339,0.231973,34899252,0.223107,22053153,0.213099,32642931,0.0
28522971,24600224,0.269473,29086502,0.210186,35928018,0.203505,32642931,0.0
28551777,35022447,0.386596,34394339,0.32522,33530043,0.309363,32642931,0.0
28575506,32320431,0.166322,36251766,0.156838,27992533,0.15433,32642931,0.0
28588477,32253455,0.289587,34573269,0.181754,35344258,0.173879,33938163,0.0
28596732,31785530,0.218148,29208951,0.210503,30083136,0.17656,30294257,0.0
28650994,29448128,0.258078,23715092,0.191336,27909005,0.190801,30770788,0.0
28670270,36238945,0.210717,32309893,0.203761,31571320,0.197167,32642931,0.0
28690501,32528262,0.295055,20461148,0.279062,30662455,0.274423,32642931,0.0
28729830,29618118,0.220586,33615612,0.202561,34899252,0.198481,32642931,0.0
28740242,29372058,0.376621,35280297,0.242599,36313089,0.238196,32642931,0.0
28790831,35548890,0.211984,30878612,0.201006,32739867,0.173784,32642931,0.0
28824360,36138899,0.173793,37034753,0.1598,31920587,0.155929,32642931,0.0
28824403,34916583,0.198801,36551944,0.194217,31865022,0.189908,32642931,0.0
28828207,29021956,0.200898,36935917,0.188139,36386969,0.180351,32642931,0.0
28845309,31139470,0.214772,23189049,0.182083,37165097,0.171346,32642931,0.0
28848423,25340398,0.262435,29231140,0.233092,29845006,0.208282,32642931,0.0
28855582,37077276,0.230476,37015869,0.218123,19572020,0.206998,32642931,0.0
28860557,34585141,0.170211,31993656,0.163151,34680538,0.158818,29487374,0.0
28865406,23999082,0.233905,36256642,0.230453,31920587,0.215651,32642931,0.0
28910390,35319666,0.168956,33806837,0.160266,33587931,0.156254,32642931,0.0
28912675,23999082,0.333922,32631032,0.31107,34408637,0.300274,32642931,0.0
28971003,29527179,0.229233,30131582,0.229214,33118931,0.227024,32642931,0.0
28971011,32936989,0.202811,34541537,0.180684,33371101,0.167604,33938163,0.0
28981541,29765312,0.225911,33463879,0.210795,30397584,0.209444,33938163,0.0
28981837,30662455,0.207536,30056292,0.206819,37176617,0.202795,32642931,0.0
28983280,31022978,0.202263,22738335,0.197415,31346001,0.190397,32642931,0.0
28985373,35592157,0.322738,34220425,0.254165,31680921,0.235359,32642931,0.0
28985422,29845006,0.267075,34413723,0.251943,36413209,0.22661,32642931,0.0
29021739,22053153,0.217147,35477020,0.197396,26793136,0.196854,32642931,0.0
29021956,31022978,0.287446,28210930,0.255532,27449913,0.233947,32642931,0.0
29038494,28072415,0.208999,35477020,0.195105,34349186,0.187176,33938163,0.0
29052307,35290856,0.24311,36479042,0.167795,34591838,0.144741,26403064,0.0
29062688,24058350,0.154517,28551777,0.15292,28071765,0.152422,32642931,0.0
29070901,30487740,0.247172,31507522,0.204275,35012965,0.197364,32642931,0.0
29075575,34689151,0.232381,34793955,0.224287,32339825,0.212868,30770788,0.0
29086502,32194456,0.220836,32638450,0.218256,28522971,0.210186,32642931,0.0
29093693,35176493,0.260376,32309893,0.239141,26867499,0.213266,32642931,0.0
29097734,30909026,0.198121,34474316,0.196793,37190659,0.190393,32642931,0.0
29112719,36248695,0.240091,34975714,0.2166,34328676,0.212649,32642931,0.0
29137445,34421526,0.17053,34461433,0.152786,26061655,0.147683,32642931,0.0
29149326,33216427,0.232029,35480997,0.2267,37253028,0.212537,32642931,0.0
29159058,36596589,0.174706,32528262,0.166089,32661345,0.154495,32642931,0.0
29163133,35996417,0.188677,35607841,0.176205,30631267,0.151375,36158310,0.0
29167455,34655096,0.181828,36844653,0.174647,36289366,0.170646,32642931,0.0
29203803,34220425,0.23839,29208951,0.228186,25340398,0.215489,30770788,0.0
29208951,34899156,0.500381,31785530,0.370796,33615612,0.264979,32642931,0.0
29209202,35692562,0.212711,29662444,0.176766,29755374,0.165376,32642931,0.0
29222423,32449559,0.171894,31244636,0.169398,32878626,0.168293,32642931,0.0
29228027,32091109,0.175505,28845309,0.16647,27536225,0.162356,32642931,0.0
29231140,33688288,0.296774,33569254,0.296612,27302746,0.293481,32642931,0.0
29249945,36935917,0.229307,33530043,0.22418,19710635,0.203791,32642931,0.0
29255411,31072956,0.222708,24009565,0.197827,28210930,0.188261,32642931,0.0
29280306,29631546,0.204307,30834624,0.19103,28451633,0.1839,36312016,0.0
29291986,30564107,0.253903,31506704,0.252667,26867499,0.212946,32642931,0.0
29311859,30293517,0.533221,36711210,0.488201,30909026,0.335795,30770788,0.0
29312029,23717628,0.324888,31662425,0.321826,34406637,0.21543,32642931,0.0
29317746,36669352,0.179514,35641787,0.149134,36960197,0.146184,32642931,0.0
29326612,22174802,0.224791,28165888,0.221102,35103356,0.203824,32642931,0.0
29330483,33395999,0.291303,32761343,0.247702,30555308,0.239617,36312016,0.0
29339771,34955950,0.28482,36163225,0.207718,34394339,0.202603,32642931,0.0
29348485,30596801,0.202836,30728803,0.1637,36804686,0.162025,32642931,0.0
29352127,31408088,0.204846,31600020,0.188408,33395999,0.183708,30294257,0.0
29365199,36935917,0.211408,32848662,0.187713,35259524,0.183544,36312016,0.0
29367402,31620075,0.207455,35384549,0.180634,35046525,0.176281,32642931,0.0
29372058,28740242,0.376621,30909026,0.248778,35280297,0.222074,32642931,0.0
29375431,34850226,0.204843,24058350,0.180011,34894615,0.179913,32642931,0.0
29385622,31607851,0.210403,28985373,0.193941,35046525,0.188402,32642931,0.0
29416508,33270131,0.20825,33472829,0.179894,30425664,0.166869,30294257,0.0
29445098,31176833,0.282484,33761000,0.187045,35401094,0.172506,32642931,0.0
29448128,28650994,0.258078,28464508,0.250846,28210930,0.234309,32642931,0.0
29449657,29487374,0.277074,32351412,0.275323,35709185,0.246416,32642931,0.0
29462481,24058350,0.255057,35477020,0.22952,22470337,0.203862,35664438,0.0
29477839,33145398,0.320264,29795642,0.247658,34793955,0.212244,32642931,0.0
29487374,35709185,0.407222,32351412,0.351828,29449657,0.277074,32642931,0.0
29511859,32761343,0.245986,36238945,0.223436,28072415,0.199901,34019590,0.0
29518712,28072415,0.248877,31633061,0.247775,36516729,0.246189,32642931,0.0
29527179,31700004,0.284884,30131582,0.25774,28971003,0.229233,32642931,0.0
29527474,32820847,0.191782,33090584,0.179732,33472829,0.169183,32642931,0.0
29548900,35996417,0.14865,30528958,0.143397,37165097,0.143231,26403064,0.0
29568690,29330483,0.215092,31617662,0.196898,34569931,0.17753,32642931,0.0
29578488,23967150,0.222222,19572020,0.191286,27403426,0.186512,32642931,0.0
29618118,28729830,0.220586,32091958,0.190756,34394339,0.178386,32642931,0.0
29631546,36331125,0.253457,33395999,0.223913,34787788,0.209412,33938163,0.0
29632387,31856703,0.213361,31507522,0.168097,23967150,0.161437,32642931,0.0
29651014,31506704,0.208755,37148709,0.191571,29291986,0.173654,32642931,0.0
29662444,35692562,0.324186,35132408,0.286879,36816124,0.26652,30770788,0.0
29666588,34220433,0.210156,29767792,0.193222,26635679,0.190119,32642931,0.0
29672547,33773165,0.164009,28729830,0.157384,36716655,0.148782,32642931,0.0
29731712,34959050,0.202003,34894615,0.193191,36256642,0.185708,32642931,0.0
29742133,31022978,0.228053,29021956,0.213597,29857719,0.204548,36158310,0.0
29754151,32910516,0.205029,37009110,0.173194,32936989,0.172426,36312016,0.0
29755374,30546047,0.190437,31489136,0.166617,29209202,0.165376,32642931,0.0
29765312,32830988,0.441693,31680921,0.352751,34335172,0.297864,32642931,0.0
29767792,31501442,0.230262,31700004,0.199593,31920587,0.197899,32642931,0.0
29789504,26867499,0.217939,31642167,0.207786,31690806,0.194317,32642931,0.0
29795642,19479053,0.503904,27708610,0.330183,21390219,0.321745,32642931,0.0
29845006,34899252,0.276731,28985422,0.267075,28551777,0.265961,32642931,0.0
29850990,34573183,0.242852,30319377,0.18663,36208547,0.182419,32642931,0.0
29853841,33938163,0.188412,31680141,0.153513,31720106,0.150803,32642931,0.0
29853853,36935917,0.23564,32065445,0.217005,32761343,0.208815,35136959,0.0
29857719,32638450,0.212837,29742133,0.204548,36009093,0.200729,32642931,0.0
29867402,36935917,0.298296,36009093,0.268266,31690806,0.221393,32642931,0.0
29867534,31654233,0.198643,32021831,0.186773,34899211,0.178117,32642931,0.0
29868444,30294257,0.266699,23715092,0.256146,37009454,0.17964,32642931,0.0
29875645,35692562,0.308725,36371438,0.228922,35722559,0.223762,32642931,0.0
29897049,26867499,0.189622,35930925,0.182176,30753654,0.161319,32642931,0.0
29902208,34918164,0.376365,25340398,0.320887,31680141,0.2905,30770788,0.0
29907813,36516729,0.189488,28072415,0.169834,31690806,0.16241,36312016,0.0
29920981,34959050,0.212679,36551944,0.190495,30445473,0.190152,23715092,0.0
29922151,31824298,0.286617,34356181,0.236425,23840505,0.223561,32642931,0.0
29934675,26177270,0.368288,31633061,0.294101,23189049,0.242321,36312016,0.0
29934941,23119088,0.282609,35884662,0.27062,31747689,0.225248,30770788,0.0
29942267,31700004,0.258512,31507522,0.250233,26867499,0.208368,30294257,0.0
29967435,33587931,0.232872,33806837,0.199646,36325532,0.198501,32642931,0.0
29970984,33395999,0.192868,28341847,0.186573,32910516,0.182139,32642931,0.0
29971249,30662455,0.212479,34439601,0.198689,36910761,0.193465,35136959,0.0
29982823,30555308,0.178754,31680823,0.175932,35325839,0.173961,32642931,0.0
29988531,35143020,0.25367,35057421,0.177899,31680823,0.163116,33938163,0.0
30005610,31507522,0.173989,34959050,0.173523,28981837,0.168541,32642931,0.0
30013595,36935917,0.210694,29853853,0.199464,31700004,0.199231,36312016,0.0
30020566,33897388,0.254824,31654233,0.221001,34984762,0.209792,32642931,0.0
30023170,35068468,0.234418,30500854,0.211501,29742133,0.202693,30319395,0.0
30056292,37176617,0.494309,35418832,0.485596,31795057,0.406139,32642931,0.0
30079017,36276607,0.465512,35580840,0.338838,27302746,0.279633,32642931,0.0
30083136,34793955,0.238203,30294257,0.225675,34643738,0.190224,32642931,0.0
30085308,35012965,0.238893,19572020,0.210221,27992533,0.202273,30770788,0.0
30093856,37475742,0.2186,33746829,0.169743,29249945,0.168763,32642931,0.0
30094167,33530043,0.249052,33064332,0.238173,36819220,0.21828,32642931,0.0
30101060,25520636,0.207587,32163162,0.18838,31690806,0.183814,32642931,0.0
30104338,37303301,0.313136,35873771,0.221179,34793955,0.205974,32642931,0.0
30131582,29527179,0.25774,28971003,0.229214,31700004,0.195383,32642931,0.0
30140207,35687994,0.197001,34276347,0.19372,34761749,0.188433,26403064,0.0
30147649,37077276,0.220601,34526922,0.200207,34231944,0.192665,32642931,0.0
30186210,33216427,0.339366,34955950,0.240589,31346001,0.216339,32642931,0.0
30202991,21390219,0.207437,19479053,0.202969,30878612,0.199965,32642931,0.0
30210369,31634356,0.209082,29093693,0.19365,33277955,0.188856,32642931,0.0
30235214,31022978,0.254965,32243055,0.244391,36516729,0.229703,32642931,0.0
30239920,28210930,0.256287,32734299,0.247191,31506704,0.236945,32642931,0.0
30260258,31680921,0.217566,34569931,0.19625,35930925,0.189924,32642931,0.0
30278046,37265465,0.267363,34461433,0.25,34975714,0.240849,32642931,0.0
30293517,29311859,0.533221,36711210,0.420943,34924926,0.286968,30770788,0.0
30294257,29868444,0.266699,34793955,0.259837,22131965,0.251995,32642931,0.0
30300341,36009093,0.227728,30662455,0.209188,22144982,0.197137,32642931,0.0
30319377,34918164,0.340942,34573183,0.326711,25340398,0.249073,32642931,0.0
30319395,32510342,0.263233,37388634,0.26087,28332557,0.259484,30770788,0.0
30350411,31096180,0.183697,34276447,0.172884,34751480,0.170764,32642931,0.0
30361295,34617016,0.226523,33060709,0.185046,22174802,0.180979,32642931,0.0
30367110,34617016,0.243981,32362844,0.187819,23437205,0.183818,32642931,0.0
30371903,32638450,0.214791,33245196,0.206846,28072415,0.20321,32642931,0.0
30377073,36238945,0.180752,25762915,0.177414,26104102,0.172764,34019590,0.0
30397584,34231944,0.237564,32065445,0.229764,35259524,0.224651,32642931,0.0
30405375,35345545,0.267565,34751480,0.210132,36440757,0.176893,32642931,0.0
30425664,26180778,0.193488,30085308,0.167723,29416508,0.166869,32642931,0.0
30425820,35987909,0.147903,30487740,0.147694,33976228,0.147667,36312016,0.0
30445473,31785530,0.227729,22144982,0.227621,35022447,0.22117,32642931,0.0
30445718,31156452,0.219176,25767441,0.191927,33773241,0.185168,32642931,0.0
30467392,36238945,0.247339,31690806,0.201796,26390294,0.20119,35136959,0.0
30477561,32173410,0.223055,32878626,0.204675,23715092,0.169073,32642931,0.0
30487740,29070901,0.247172,31507522,0.223024,33472829,0.209996,32642931,0.0
30500854,34899211,0.287154,36009093,0.257455,35990591,0.250285,33938163,0.0
30524515,35329804,0.18357,20877426,0.176321,34526922,0.167809,32642931,0.0
30528958,30878612,0.388043,28341847,0.251503,35463927,0.247568,32642931,0.0
30528960,31920587,0.206638,23999082,0.204102,33090584,0.187312,36312016,0.0
30532700,29845006,0.240322,34394339,0.223326,33216427,0.216025,32642931,0.0
30546047,35518207,0.231392,31747689,0.222753,30679738,0.192028,32642931,0.0
30553761,25079070,0.230846,31022978,0.197701,27706215,0.193465,32642931,0.0
30555308,32528262,0.290718,34394339,0.286158,33530043,0.256546,32642931,0.0
30564107,29291986,0.253903,31506704,0.236097,33633528,0.234278,32642931,0.0
30572953,36009093,0.193455,32936989,0.172453,36635220,0.157669,36312016,0.0
30596801,32931066,0.354963,23144799,0.311728,32378710,0.298364,32642931,0.0
30612063,33064332,0.196969,33245196,0.190847,30555308,0.181225,32642931,0.0
30612937,34349186,0.191029,33024081,0.18864,33064332,0.186368,32642931,0.0
30627108,32954402,0.190315,31673061,0.189989,34918164,0.159689,32642931,0.0
30631267,22053153,0.229743,33064332,0.202016,31022978,0.187263,30319395,0.0
30640928,34975714,0.472628,32716854,0.463838,36248695,0.428783,32642931,0.0
30648349,35281511,0.155587,34512236,0.154479,34122313,0.151787,32642931,0.0
30654778,27708610,0.228149,35873771,0.205613,29795642,0.190142,32642931,0.0
30659515,34955950,0.251591,27302746,0.214889,31379543,0.205668,32642931,0.0
30662455,36602295,0.302991,33897388,0.299627,28690501,0.274423,32642931,0.0
30669009,34354663,0.231265,34787788,0.181635,36509982,0.177147,32642931,0.0
30679738,32931066,0.329198,32716854,0.313669,30778319,0.28381,32642931,0.0
30685701,29902208,0.270873,34918164,0.200452,25340398,0.189274,32642931,0.0
30705642,33145398,0.278248,25393961,0.237066,21390219,0.232764,32642931,0.0
30716610,32609778,0.205765,31568681,0.205721,31633061,0.203437,35664438,0.0
30717827,33423129,0.186536,22174802,0.184498,35709185,0.164089,32642931,0.0
