query_pmid,top1_pmid,top1_dice,top2_pmid,top2_dice,top3_pmid,top3_dice,worst_pmid,worst_dice
30718676,27414048,0.198026,30947247,0.171738,33554463,0.164458,32642931,0.0
30718701,34899211,0.209081,34573269,0.198869,30596801,0.189558,32642931,0.0
30728803,34394339,0.231935,34439601,0.230508,36602295,0.215754,36605827,0.0
30730551,33225980,0.192941,33777908,0.186381,30294257,0.179367,32642931,0.0
30738373,29021956,0.176187,28210930,0.171822,28072415,0.163475,32642931,0.0
30753654,34351976,0.266086,29765312,0.226171,31785530,0.22295,32642931,0.0
30770788,28983280,0.175843,32309893,0.172604,35990591,0.151797,32642931,0.0
30778319,30679738,0.28381,32716854,0.265207,34975714,0.251129,32642931,0.0
30787863,32638450,0.262121,31634356,0.205678,30834624,0.188429,29487374,0.0
30793074,36331125,0.202661,31128318,0.1886,36726504,0.188553,32642931,0.0
30816252,35928018,0.235494,35103356,0.222531,29765312,0.221249,32642931,0.0
30834624,31022978,0.225049,31634356,0.219592,34965579,0.20742,36312016,0.0
30837825,35136959,0.214847,36859555,0.193611,30500854,0.167126,32642931,0.0
30842744,28374005,0.221534,33395999,0.210496,34349632,0.202728,36676068,0.0
30863288,33777908,0.239051,31633061,0.180416,31568681,0.173245,32642931,0.0
30870734,33777908,0.175775,31536496,0.1733,29857719,0.167039,32642931,0.0
30878612,30528958,0.388043,31501448,0.355159,25393961,0.306633,32642931,0.0
30884216,33533985,0.258436,35477020,0.248981,34959050,0.238327,32642931,0.0
30886589,28464029,0.206007,35087195,0.180668,28341847,0.177351,32642931,0.0
30909026,29311859,0.335795,28912675,0.278421,29372058,0.248778,32642931,0.0
30925383,33777908,0.204801,34899211,0.191009,30596801,0.169564,33938163,0.0
30941010,35880231,0.186139,27375461,0.184608,37182459,0.172572,36312016,0.0
30947247,33192967,0.353201,35999489,0.341933,31690806,0.312352,32642931,0.0
30991617,35477020,0.248815,25762915,0.247329,33064332,0.246019,32642931,0.0
31011061,32936989,0.313913,32525273,0.2754,31680823,0.206518,36312016,0.0
31022978,32638450,0.314228,22738335,0.302363,27449913,0.299692,32642931,0.0
31072956,23715092,0.243856,32292332,0.243587,35727357,0.224229,32642931,0.0
31080911,25762915,0.196624,36516729,0.176517,24058350,0.173049,34689151,0.0
31096180,36807960,0.264637,28551777,0.264578,36602295,0.260961,32642931,0.0
31128318,32021831,0.321861,33395999,0.25817,33938163,0.249089,32642931,0.0
31132452,34573269,0.264249,32661345,0.263559,36389065,0.254926,32642931,0.0
31133820,29330483,0.161597,35749379,0.152195,29021956,0.143379,32642931,0.0
31139470,31654233,0.216434,33061894,0.214778,28845309,0.214772,32642931,0.0
31156452,28551777,0.273566,25762915,0.266961,23638181,0.250607,32642931,0.0
31158692,28551777,0.267633,33530043,0.248317,28690501,0.246778,32642931,0.0
31164996,23715092,0.281129,20877426,0.223839,26635679,0.199876,32642931,0.0
31173586,34019590,0.590106,32954402,0.436085,34617016,0.266295,30770788,0.0
31174338,36386969,0.205733,23715092,0.204601,36738332,0.187679,32642931,0.0
31176833,34987355,0.33508,29445098,0.282484,33761000,0.279132,30770788,0.0
31190839,36804686,0.2029,37365237,0.19236,22738335,0.177396,32642931,0.0
31191278,36238945,0.209188,21686319,0.196945,36427258,0.196619,32642931,0.0
31198419,37165097,0.276133,35103356,0.225215,33395956,0.208674,32642931,0.0
31219633,26793136,0.221768,33777908,0.216338,33245196,0.213035,32954337,0.0
31244636,32638450,0.236674,36053718,0.179393,30371903,0.172145,32642931,0.0
31273283,32931066,0.192216,35518207,0.173403,34573269,0.165025,32642931,0.0
31276941,34899252,0.183127,34899211,0.155843,31555110,0.151563,33938163,0.0
31314786,23840505,0.226209,36119681,0.151381,29062688,0.146187,32642931,0.0
31346001,20559545,0.253103,32638450,0.24862,33395956,0.239838,32642931,0.0
31379543,34267632,0.230536,30659515,0.205668,34680538,0.180645,32642931,0.0
31408088,27403426,0.271748,23437205,0.247772,31600020,0.240628,30770788,0.0
31439852,33681997,0.220124,33935665,0.166445,32765241,0.161194,32642931,0.0
31440157,31680823,0.234216,28210930,0.203447,32848662,0.195197,32642931,0.0
31447762,36602295,0.241675,34899252,0.211272,37476004,0.197225,32642931,0.0
31461580,35716023,0.161043,30793074,0.149719,32536902,0.147851,35664438,0.0
31489136,34492032,0.210892,35143020,0.20895,25079070,0.179429,33938163,0.0
31496969,35176493,0.259657,31785530,0.245149,33061894,0.235188,32642931,0.0
31501442,29767792,0.230262,35325839,0.228078,28912675,0.222022,30770788,0.0
31501448,30878612,0.355159,34573183,0.325269,25393961,0.270723,32642931,0.0
31506704,26104102,0.351342,33216427,0.30714,35548890,0.25278,32642931,0.0
31507031,32528262,0.234018,34394339,0.231598,29845006,0.214309,30878612,0.0
31507522,33270131,0.278276,29942267,0.250233,33472829,0.246658,32642931,0.0
31536496,36238945,0.216135,36935917,0.199316,33804090,0.196779,32642931,0.0
31555110,33064332,0.212052,34394339,0.206573,28551777,0.203586,32642931,0.0
31568681,32609778,0.248844,33061894,0.226646,22144982,0.211356,30319395,0.0
31568716,28912675,0.214286,35463927,0.195942,34469847,0.194504,32642931,0.0
31571320,37176617,0.219921,28670270,0.197167,22470337,0.188267,36312016,0.0
31572296,22174802,0.282385,35280297,0.25817,35691252,0.198311,32642931,0.0
31588508,33090584,0.216198,22738335,0.201655,33976383,0.197237,32642931,0.0
31595015,30319377,0.188195,27091494,0.17928,30753654,0.167589,30294257,0.0
31600020,31408088,0.240628,28210930,0.221628,31634356,0.213627,36312016,0.0
31605452,29330483,0.160543,36844653,0.157708,35476367,0.154879,36605827,0.0
31607851,35999489,0.217376,36256642,0.211176,29385622,0.210403,30294257,0.0
31617662,34394339,0.212033,29568690,0.196898,33371101,0.195861,36605827,0.0
31620075,28071765,0.235848,29367402,0.207455,35987909,0.179504,32642931,0.0
31633061,29934675,0.294101,33472829,0.280469,29518712,0.247775,36158310,0.0
31634356,32638450,0.320815,31022978,0.246957,26635679,0.246855,32642931,0.0
31642167,36935917,0.210829,29789504,0.207786,33615612,0.201594,32642931,0.0
31650651,32936989,0.235229,21686319,0.167442,30371903,0.160265,34689151,0.0
31654233,34394339,0.255724,31096180,0.240279,32243055,0.238478,32642931,0.0
31662425,25793765,0.353224,29312029,0.321826,37396772,0.245579,32642931,0.0
31673061,32937445,0.264479,34924926,0.237353,30947247,0.226075,32642931,0.0
31680141,29902208,0.2905,29203803,0.193942,35046525,0.173903,32642931,0.0
31680164,35686464,0.207463,32937445,0.194917,25767441,0.166597,32642931,0.0
31680823,35727357,0.242744,28072415,0.234473,31440157,0.234216,32642931,0.0
31680921,34689151,0.367153,31690806,0.362018,29765312,0.352751,32642931,0.0
31680931,37396772,0.34238,32954337,0.275649,36716655,0.266453,32642931,0.0
31686821,31680931,0.226509,31662425,0.220156,37396772,0.21529,32642931,0.0
31690806,31680921,0.362018,30947247,0.312352,34660212,0.279699,32642931,0.0
31694816,26793136,0.226777,33664643,0.202308,33224020,0.194188,32642931,0.0
31697640,34464856,0.254834,34413723,0.222773,36970269,0.222699,32642931,0.0
31700004,29527179,0.284884,26867499,0.284448,33472829,0.267461,32642931,0.0
31720106,36092026,0.246598,34413723,0.214736,27302746,0.213383,32642931,0.0
31747689,32936989,0.393762,23119088,0.343394,34541537,0.265956,30294257,0.0
31785530,34899156,0.466698,29208951,0.370796,34351976,0.303959,32642931,0.0
31795057,30056292,0.406139,23444053,0.243408,37176617,0.213815,32642931,0.0
31798440,32265639,0.172527,28865406,0.169747,28981837,0.162638,30294257,0.0
31820813,37028931,0.217114,35979639,0.210797,32173410,0.192787,32642931,0.0
31824298,29922151,0.286617,35664889,0.220103,32247196,0.210935,30294257,0.0
31849777,26937384,0.240604,30555308,0.239692,34394339,0.22599,32642931,0.0
31854024,34394339,0.290295,19479053,0.252154,31868310,0.246231,32642931,0.0
31856703,27445764,0.259817,29632387,0.213361,35687994,0.182039,32642931,0.0
31865022,33617124,0.213988,19949484,0.197854,28824403,0.189908,32642931,0.0
31866843,27302746,0.22199,32706796,0.193963,30679738,0.193633,32642931,0.0
31868310,32761343,0.286029,34394339,0.274586,32609778,0.270616,32642931,0.0
31884222,31128318,0.22159,31662425,0.213085,34899156,0.205085,30294257,0.0
31885539,36859555,0.266052,35722559,0.189104,34497498,0.175618,32642931,0.0
31891311,36804686,0.263792,35103356,0.211881,34335172,0.210261,32642931,0.0
31907068,33277955,0.152077,29255411,0.146384,35586413,0.136743,30294257,0.0
31911343,28374005,0.216182,33835167,0.17492,22997054,0.16463,32642931,0.0
31920484,32440590,0.197205,32631032,0.193417,35037743,0.175339,30294257,0.0
31920500,29385622,0.172929,23717628,0.16555,28845309,0.146177,30294257,0.0
31920587,23999082,0.659756,34408637,0.424364,28912675,0.292297,32642931,0.0
31931900,34469847,0.193069,30878612,0.183373,28971003,0.175602,32642931,0.0
31993008,27694955,0.209704,29075575,0.208009,34899252,0.196677,32642931,0.0
31993656,35548890,0.1875,33245196,0.184219,28981541,0.183712,32642931,0.0
32000480,32189856,0.195149,25767441,0.182221,36816124,0.169316,32642931,0.0
32021618,36340775,0.215998,31785530,0.169019,36427258,0.158851,32642931,0.0
32021831,31128318,0.321861,34220433,0.305956,28365777,0.226934,32642931,0.0
32065445,32761343,0.258151,34394339,0.232262,30397584,0.229764,32642931,0.0
32082106,33390894,0.24049,35664889,0.196863,28210930,0.190137,32642931,0.0
32082138,37165097,0.270233,35144626,0.199438,31198419,0.192552,30770788,0.0
32091109,25762915,0.180445,29228027,0.175505,30371903,0.17459,32642931,0.0
32091958,34394339,0.205509,29618118,0.190756,32265685,0.190508,32642931,0.0
32103579,33976383,0.210564,36331125,0.205224,35477020,0.204654,34019590,0.0
32132904,21347218,0.227807,36117614,0.183288,34429472,0.171474,32642931,0.0
32147973,34220425,0.349167,33424663,0.228655,32247196,0.204804,32642931,0.0
32152111,23999082,0.309,31920587,0.279247,34220433,0.214026,30770788,0.0
32158386,34394339,0.218539,36602295,0.201066,28551777,0.197544,32642931,0.0
32163162,34894615,0.230735,31680921,0.224983,23189049,0.219856,32642931,0.0
32173410,30477561,0.223055,35979639,0.22052,29330483,0.205364,32642931,0.0
32184386,29795642,0.248976,19479053,0.241366,32638450,0.220583,32642931,0.0
32184714,32378710,0.323282,32631032,0.279123,30596801,0.157036,32642931,0.0
32189856,32351412,0.284437,35709185,0.263044,28912675,0.229841,32642931,0.0
32194456,29086502,0.220836,35384392,0.217468,19479053,0.194809,32642931,0.0
32213980,31408088,0.231386,28332557,0.153389,36325532,0.132948,30294257,0.0
32243055,33064332,0.271249,30235214,0.244391,31654233,0.238478,34019590,0.0
32247196,31824298,0.210935,32147973,0.204804,32638450,0.204705,30294257,0.0
32253455,28588477,0.289587,37265465,0.264326,34019590,0.238536,32642931,0.0
32265639,31798440,0.172527,32661345,0.170378,29231140,0.162192,32642931,0.0
32265685,32091958,0.190508,33806837,0.185799,29086502,0.16741,32642931,0.0
32292326,36816115,0.202548,34680538,0.179597,36276607,0.160776,30770788,0.0
32292332,28210930,0.254447,31072956,0.243587,33216427,0.219203,32642931,0.0
32300361,35884662,0.16012,32936989,0.158441,35143020,0.154946,30878612,0.0
32304021,30319377,0.180383,34573183,0.171646,29075575,0.153953,32642931,0.0
32309893,29093693,0.239141,28670270,0.203761,28072415,0.196369,32642931,0.0
32320431,21448435,0.170048,23715092,0.1669,28575506,0.166322,32642931,0.0
32339825,34573269,0.214471,29075575,0.212868,35344258,0.202085,32642931,0.0
32351412,35709185,0.604133,29487374,0.351828,25883561,0.293858,32642931,0.0
32362844,36062153,0.188411,30367110,0.187819,23437205,0.186424,32642931,0.0
32373055,33569254,0.271993,23209761,0.221401,32714271,0.217643,32642931,0.0
32378710,32916468,0.338558,32184714,0.323282,30596801,0.298364,32642931,0.0
32399555,22053153,0.202659,33533985,0.196184,35477020,0.185488,28650994,0.0
32435739,37475742,0.221194,24058350,0.18878,30991617,0.186045,35664438,0.0
32440590,35037743,0.373419,23322456,0.292593,37576018,0.237406,32642931,0.0
32449559,30816252,0.20206,36119681,0.198464,29934675,0.191054,32642931,0.0
32474466,32761343,0.253312,22053153,0.221687,35477020,0.212646,32642931,0.0
32499565,34276447,0.161632,31747689,0.154646,31700004,0.1484,30319395,0.0
32499585,26030417,0.20744,35356196,0.198111,33064332,0.181739,30679738,0.0
32510342,35325839,0.284129,30319395,0.263233,28332557,0.244648,30770788,0.0
32510345,33216427,0.297627,32638450,0.267711,29795642,0.225309,36312016,0.0
32525273,31011061,0.2754,35873771,0.202338,26793136,0.201124,33938163,0.0
32528262,36602295,0.325704,36087119,0.308123,34394339,0.297009,32642931,0.0
32536902,36551944,0.258675,36760808,0.209865,30662455,0.205938,32642931,0.0
32541672,31920587,0.224588,34761123,0.201192,31164996,0.194556,32642931,0.0
32547279,33216427,0.170778,29971249,0.155859,35154337,0.153826,30294257,0.0
32567365,20360963,0.184128,23565102,0.176953,34751480,0.151014,34019590,0.0
32572020,31164996,0.185469,28210930,0.173155,36635220,0.172469,32642931,0.0
32609778,31868310,0.270616,34394339,0.261763,33530043,0.257178,34019590,0.0
32631032,28912675,0.31107,32184714,0.279123,34408637,0.264151,30770788,0.0
32635911,34069930,0.159374,33633528,0.157089,36325532,0.146927,32642931,0.0
32638450,31634356,0.320815,31022978,0.314228,33463879,0.309229,32642931,0.0
32642931,23646178,0.165011,37032830,0.163881,33071928,0.145649,30770788,0.0
32661345,31132452,0.263559,35558091,0.231414,34573269,0.203352,32642931,0.0
32665756,33554463,0.233975,34474316,0.226289,31690806,0.190786,32642931,0.0
32706796,31866843,0.193963,33554463,0.17587,29578488,0.155428,30770788,0.0
32714179,35631206,0.190476,37328507,0.187376,36509982,0.17989,32642931,0.0
32714271,32373055,0.217643,36379713,0.199894,33554463,0.193942,30770788,0.0
32716854,32931066,0.541392,30640928,0.463838,34975714,0.380793,32642931,0.0
32734299,30239920,0.247191,29448128,0.225355,23840505,0.206757,32642931,0.0
32739867,35928018,0.21438,37028931,0.20008,34060682,0.190671,32642931,0.0
32760245,28464029,0.237845,21448435,0.18563,29339771,0.182775,32642931,0.0
32760257,35873771,0.268886,32716854,0.215636,34793955,0.209002,32642931,0.0
32761343,33285329,0.295022,31868310,0.286029,33530043,0.284221,35967898,0.0
32765241,36807960,0.25031,30555308,0.204294,30094167,0.189949,32642931,0.0
32769055,31690806,0.222387,29971249,0.187858,34152097,0.16961,32642931,0.0
32788471,33938163,0.234421,36716655,0.184157,31128318,0.17655,32642931,0.0
32805679,35250824,0.199906,28365777,0.196815,31700004,0.194754,32642931,0.0
32820847,35477020,0.202821,29518712,0.202692,28865406,0.199311,32642931,0.0
32821168,31408088,0.178329,35037743,0.15944,30319395,0.1493,30294257,0.0
32821291,32638450,0.228758,33145398,0.218027,28464029,0.210298,32642931,0.0
32830988,29765312,0.441693,36845415,0.222222,34867266,0.191039,32642931,0.0
32848654,32253455,0.208056,31673061,0.166075,34410609,0.163303,32642931,0.0
32848662,36910761,0.316362,31868310,0.264691,31128318,0.230778,32642931,0.0
32878626,26124712,0.242787,28210930,0.210375,28985373,0.205174,32642931,0.0
32880981,28865406,0.188991,30884216,0.174921,33835167,0.168506,32642931,0.0
32884000,35109804,0.18457,35959287,0.170294,36910761,0.161854,32642931,0.0
32908227,30500854,0.200838,22470337,0.197435,25339893,0.189807,32642931,0.0
32910516,29754151,0.205029,29970984,0.182139,30878612,0.174054,33938163,0.0
32916468,34924926,0.387008,34464856,0.37896,32378710,0.338558,32642931,0.0
32927083,25793765,0.224643,35144626,0.197446,29795642,0.176752,30294257,0.0
32931066,32716854,0.541392,34975714,0.383535,30640928,0.376538,32642931,0.0
32936989,31747689,0.393762,34541537,0.384283,31011061,0.313913,30294257,0.0
32937445,31673061,0.264479,34924926,0.256823,34069930,0.207112,32642931,0.0
32954337,37396772,0.295991,31680931,0.275649,34689151,0.274052,32642931,0.0
32954402,31173586,0.436085,34617016,0.328583,34019590,0.322664,32642931,0.0
32973642,19754932,0.182322,36578308,0.1511,37356055,0.147273,32642931,0.0
32985527,30555308,0.229903,34072444,0.20427,29845006,0.195667,34019590,0.0
32996647,36935917,0.268317,33615612,0.245954,32761343,0.244913,30878612,0.0
33013296,36716655,0.280338,34899156,0.260222,28912675,0.250064,32642931,0.0
33023515,33942958,0.162729,28341847,0.149192,29970984,0.146374,32642931,0.0
33024081,32243055,0.210985,29021956,0.197865,22053153,0.196429,36312016,0.0
33060709,30361295,0.185046,29021956,0.176356,33777908,0.17004,32642931,0.0
33061894,29208951,0.253718,31785530,0.238187,31496969,0.235188,32642931,0.0
33064332,34959050,0.340411,35477020,0.309644,32243055,0.271249,35057421,0.0
33071928,33551779,0.198588,23936082,0.197519,34461433,0.181878,30294257,0.0
33076977,31139470,0.206232,34328676,0.186732,37025377,0.177858,32642931,0.0
33090584,30991617,0.236219,31588508,0.216198,33976383,0.202283,32642931,0.0
33093488,35057421,0.178434,32152111,0.153612,33608048,0.143447,32642931,0.0
33094125,23840505,0.234013,34941895,0.1855,35466500,0.175197,32642931,0.0
33098616,34394339,0.231746,34984762,0.221501,34899252,0.216489,32642931,0.0
33118931,34439601,0.260355,32761343,0.236209,28971003,0.227024,32642931,0.0
33132860,33472829,0.191506,31633061,0.166793,26177270,0.162367,36312016,0.0
33139709,36504641,0.209999,32510342,0.177487,31856703,0.167209,30294257,0.0
33145398,29477839,0.320264,30705642,0.278248,29795642,0.276571,32642931,0.0
33146953,33688288,0.198118,21347218,0.196865,28865406,0.183489,32642931,0.0
33192967,30947247,0.353201,31680921,0.348098,34689151,0.309166,32642931,0.0
33203742,34959050,0.261684,33064332,0.22896,35477020,0.221996,30319395,0.0
33216127,37303301,0.308708,36340775,0.203769,32253455,0.182258,32642931,0.0
33216427,28210930,0.407715,30186210,0.339366,34231944,0.314036,32642931,0.0
33220629,27909005,0.0,31174338,0.0,34474318,0.0,30770788,0.0
33224020,36516729,0.207543,31555110,0.198946,33371101,0.198343,32642931,0.0
33225980,30730551,0.192941,33554463,0.177668,34328676,0.17246,32642931,0.0
33228525,30094167,0.20596,30235214,0.205794,29857719,0.193816,29487374,0.0
33245196,25762915,0.292085,31156452,0.248439,36516729,0.231122,32642931,0.0
33270131,26177270,0.312787,31507522,0.278276,31633061,0.242104,32642931,0.0
33277510,22936472,0.178503,29789504,0.171224,30239920,0.159014,32642931,0.0
33277955,32638450,0.204288,30210369,0.188856,27706215,0.188133,30319395,0.0
33285329,32761343,0.295022,36009093,0.226393,33530043,0.212608,30679738,0.0
33320398,28551777,0.225139,35022447,0.21596,33061894,0.190384,33938163,0.0
33339879,36845415,0.287895,33706250,0.190972,31680921,0.190016,32642931,0.0
33343315,33551779,0.32539,33806837,0.201145,23936082,0.17125,32642931,0.0
33343317,31191278,0.156244,36935917,0.145258,31868310,0.144929,30679738,0.0
33343420,35480997,0.209845,23119088,0.172685,27089992,0.161165,32642931,0.0
33346132,36726504,0.192362,32936989,0.169941,33371101,0.147223,36312016,0.0
33362462,37396772,0.204467,32954337,0.187605,36635220,0.17825,32642931,0.0
33370666,28451633,0.147947,35573287,0.140384,33528852,0.139058,36676068,0.0
33371101,36935917,0.206996,33224020,0.198343,31617662,0.195861,36312016,0.0
33376980,35431887,0.20226,23999082,0.172672,25883561,0.164618,32642931,0.0
33381163,35727357,0.189443,34593518,0.178193,35338471,0.157542,32642931,0.0
33381165,34918164,0.24267,26124712,0.222883,31680921,0.218165,32642931,0.0
33390894,32082106,0.24049,31164996,0.155567,32541672,0.151712,30770788,0.0
33395956,28551777,0.295185,23144799,0.285207,29845006,0.265616,32642931,0.0
33395999,29330483,0.291303,36331125,0.282425,31128318,0.25817,32642931,0.0
33423129,33826184,0.324721,30947247,0.271109,36845415,0.225543,32642931,0.0
33424663,35731447,0.229906,32147973,0.228655,34220425,0.20491,32642931,0.0
33449089,34573269,0.198266,34410609,0.191564,32173410,0.178547,32642931,0.0
33459459,36760808,0.227273,32716854,0.184536,32931066,0.168201,32642931,0.0
33463879,32638450,0.309229,26104102,0.2762,36289366,0.246119,32642931,0.0
33472674,30239920,0.214809,32510345,0.197152,29255411,0.181246,30294257,0.0
33472829,31633061,0.280469,31700004,0.267461,26867499,0.258774,32642931,0.0
33500416,30319377,0.235471,31607851,0.189846,34526922,0.178068,32642931,0.0
33503315,29330483,0.209339,30555308,0.207689,37388634,0.196315,32642931,0.0
33510667,31920587,0.154561,31128318,0.153867,35384549,0.15054,32642931,0.0
33528852,34103606,0.254363,23322456,0.215298,28824403,0.17805,30770788,0.0
33530043,28551777,0.309363,32761343,0.284221,34394339,0.273747,32642931,0.0
33533985,30884216,0.258436,34349186,0.237969,35477020,0.23506,32642931,0.0
33542197,33688288,0.198641,30662455,0.181985,34751480,0.181826,32642931,0.0
33551779,33343315,0.32539,27378987,0.236387,23936082,0.204489,32642931,0.0
33554463,33777908,0.257465,32665756,0.233975,33773241,0.218908,32642931,0.0
33569254,23209761,0.351633,29231140,0.296612,32373055,0.271993,30770788,0.0
33580032,35350559,0.168514,35418832,0.146957,28855582,0.145842,30770788,0.0
33587931,29967435,0.232872,35384549,0.208336,20877426,0.178222,30294257,0.0
33588323,30085308,0.199723,36935917,0.159929,33716689,0.157507,32642931,0.0
33608048,23437205,0.16063,32152111,0.160225,31072956,0.149126,32642931,0.0
33613206,36289366,0.223783,33463879,0.209495,25767441,0.195614,32642931,0.0
33615612,36935917,0.3924,29208951,0.264979,22144982,0.258799,33938163,0.0
33617124,24278150,0.283505,31865022,0.213988,31690806,0.188188,32642931,0.0
33618236,35079026,0.394997,36523439,0.172958,27242465,0.151523,30770788,0.0
33618237,28072415,0.20731,35727357,0.203729,31680823,0.180863,32642931,0.0
33633528,23840505,0.330669,32351412,0.283615,30564107,0.234278,32642931,0.0
33664643,30056292,0.388134,37176617,0.304989,35418832,0.246169,30319395,0.0
33681997,31439852,0.220124,31132452,0.19153,36092026,0.184306,32642931,0.0
33684729,25883561,0.22555,36034114,0.216167,33569254,0.214771,32642931,0.0
33688288,31680921,0.326404,29231140,0.296774,31690806,0.270415,32642931,0.0
33706250,33339879,0.190972,32631032,0.18194,34591838,0.17509,32642931,0.0
33716689,35935423,0.363716,23638181,0.163041,33588323,0.157507,32642931,0.0
33729637,34899211,0.276484,36009093,0.243421,34573269,0.237193,33938163,0.0
33746829,33938163,0.243598,31700004,0.243509,36061147,0.214111,32642931,0.0
33761000,35580840,0.358812,34899156,0.289818,31176833,0.279132,30770788,0.0
33769661,30239920,0.191539,24319433,0.183639,35477020,0.174803,32642931,0.0
33773165,26696871,0.215875,36331125,0.207333,30662455,0.206643,32642931,0.0
33773241,28551777,0.227389,33554463,0.218908,34072444,0.215116,33938163,0.0
33776671,19479053,0.224207,31854024,0.218121,29795642,0.21792,32642931,0.0
33777908,31022978,0.257842,33554463,0.257465,30863288,0.239051,32642931,0.0
33804090,37009454,0.217901,31536496,0.196779,33090584,0.19334,32642931,0.0
33806837,22529908,0.226233,31920587,0.212294,33343315,0.201145,32642931,0.0
33826184,33423129,0.324721,30947247,0.265003,27403426,0.21385,32642931,0.0
33826665,35477020,0.218373,30235214,0.216155,24058350,0.215395,32642931,0.0
33827729,30319395,0.178334,28365777,0.178106,28210930,0.177359,32642931,0.0
33835167,35384549,0.178734,34113787,0.178585,31911343,0.17492,32642931,0.0
33841130,24789812,0.175373,31673061,0.15116,36711210,0.149676,30294257,0.0
33841308,27936219,0.186499,30717827,0.122233,36087119,0.109075,32642931,0.0
33851931,33530043,0.172082,29988531,0.162578,33277955,0.161877,33938163,0.0
33864515,36081664,0.278212,37265465,0.257115,36743431,0.246585,32642931,0.0
33897388,30662455,0.299627,30020566,0.254824,36256642,0.248551,32642931,0.0
33935665,31439852,0.166445,29875645,0.160139,36819220,0.157266,32642931,0.0
33938163,28365777,0.523955,31128318,0.249089,33746829,0.243598,30770788,0.0
33942958,28690501,0.212417,31849777,0.209773,30555308,0.198259,32642931,0.0
33970893,32761343,0.167005,21686319,0.162698,33285329,0.157025,36158310,0.0
33976228,37165097,0.182578,34793955,0.170973,33320398,0.169486,29487374,0.0
33976383,35477020,0.291812,31022978,0.264966,37151844,0.249182,34019590,0.0
34014611,36440757,0.164317,32739867,0.155984,24040309,0.152757,33938163,0.0
34019590,31173586,0.590106,32954402,0.322664,32253455,0.238536,30770788,0.0
34060682,27242492,0.270322,37028931,0.243029,25685704,0.234383,32642931,0.0
34069930,35693335,0.212065,35384549,0.207933,32937445,0.207112,32642931,0.0
34072444,34394339,0.25397,31096180,0.242056,33530043,0.236625,29487374,0.0
34103606,23322456,0.294758,33528852,0.254363,31501448,0.174738,30294257,0.0
34113787,33835167,0.178585,30816252,0.16768,35280297,0.15226,32642931,0.0
34122313,34349186,0.240811,35344258,0.240801,32761343,0.237886,32642931,0.0
34124853,36248695,0.422502,32716854,0.222799,25826300,0.192834,32642931,0.0
34132441,35687994,0.154296,29666588,0.148941,25756991,0.133271,32642931,0.0
34152097,34941895,0.241359,31854024,0.225681,30555308,0.219006,32642931,0.0
34156763,28464508,0.175473,32936989,0.159052,19949484,0.154772,29487374,0.0
34160037,30878612,0.248992,23967150,0.211842,31686821,0.185769,32642931,0.0
34163319,29875645,0.205049,19479053,0.196777,27403426,0.194701,32642931,0.0
34211549,32378710,0.19326,34573269,0.182866,30596801,0.178667,32642931,0.0
34220322,19754932,0.195517,32739867,0.177742,35281511,0.147833,36312016,0.0
34220425,32147973,0.349167,28985373,0.254165,29203803,0.23839,32642931,0.0
34220433,32021831,0.305956,23999082,0.289721,31920587,0.245977,32642931,0.0
34231944,33216427,0.314036,35259524,0.24361,28210930,0.243024,32642931,0.0
34244809,26104102,0.256025,31506704,0.201022,34492032,0.18284,32642931,0.0
34267632,35356196,0.271141,31379543,0.230536,36859555,0.203273,32642931,0.0
34274725,35691252,0.194398,29857719,0.167661,30300341,0.163576,32642931,0.0
